Sensor,0,4,wrist,Orientation
Sensor,1,4,palm,Orientation
Sensor,2,4,thumb,Orientation
Sensor,3,4,index,Orientation
Sensor,4,4,mid,Orientation
Sensor,5,4,ring,Orientation
Sensor,6,4,pinky,Orientation
2,0,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,0,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,5,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,5,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,5,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,15,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,15,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,16,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,17,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,17,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,17,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,27,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,27,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,27,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,28,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,29,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,29,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,30,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,30,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,30,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,35,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,36,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,36,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,39,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,39,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,39,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,47,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,47,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,47,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,51,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,51,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,51,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,55,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,56,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,56,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,59,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,59,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,60,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,65,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,65,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,65,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,75,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,75,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,75,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,76,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,76,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,77,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,78,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,78,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,78,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,86,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,86,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,86,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,89,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,90,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,90,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,95,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,95,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,95,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,105,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,105,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,106,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,106,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,107,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,107,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,117,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
2,117,0.4548460917312637,0.5541966660898716,0.4229952125493989,0.5541966660898716
3,117,0.17194295753461947,0.6560935844481138,0.3310247199524426,0.6560935844481138
4,118,0.17215874939899525,0.6129783699458334,0.4678799203395607,0.6129783699458334
5,119,0.3376279510023414,0.5029245191141869,0.6165173565215962,0.5030108358599372
6,119,0.31794773297127055,0.5000760665044267,0.6314501535364,0.5000760665044267
1,120,-0.1934814453125,-0.0,0.69854736328125,0.68896484375
