Sensor,0,4,wrist,Orientation
Sensor,1,4,palm,Orientation
Sensor,2,4,thumb,Orientation
Sensor,3,4,index,Orientation
Sensor,4,4,mid,Orientation
Sensor,5,4,ring,Orientation
Sensor,6,4,pinky,Orientation
0,0,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,11,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,21,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,32,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,42,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,51,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,74,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,84,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,94,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,106,-0.16448974609375,-0.0391845703125,0.67596435546875,0.71728515625
0,116,-0.16448974609375,-0.03912353515625,0.67596435546875,0.71728515625
0,126,-0.16448974609375,-0.03912353515625,0.67596435546875,0.71728515625
0,138,-0.16448974609375,-0.03912353515625,0.67596435546875,0.71728515625
0,147,-0.16448974609375,-0.03912353515625,0.67596435546875,0.71728515625
0,158,-0.16455078125,-0.0390625,0.6759033203125,0.71728515625
0,169,-0.16461181640625,-0.0390625,0.67596435546875,0.71728515625
0,179,-0.16461181640625,-0.03900146484375,0.67596435546875,0.71728515625
0,189,-0.1646728515625,-0.0389404296875,0.67596435546875,0.71728515625
0,198,-0.16473388671875,-0.03887939453125,0.6759033203125,0.71728515625
0,211,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,221,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,230,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,242,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,254,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,261,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,274,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,284,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,295,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,305,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,315,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,327,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,334,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,347,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,358,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,368,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,379,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,390,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,400,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,410,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,419,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,429,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,442,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,451,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,461,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,473,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,482,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,492,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,505,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,516,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,527,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,536,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,548,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,558,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,568,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,579,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,589,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,599,-0.164794921875,-0.038818359375,0.6759033203125,0.71728515625
0,611,-0.164794921875,-0.038818359375,0.67596435546875,0.71722412109375
0,621,-0.16485595703125,-0.03875732421875,0.67596435546875,0.71722412109375
0,631,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,641,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,650,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,662,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,672,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,682,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,694,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,704,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,713,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,725,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,736,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,747,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,757,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,767,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,779,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,790,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,799,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,810,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,821,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,830,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,842,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,852,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,862,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,871,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,883,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,893,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,904,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,915,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,925,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,934,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,944,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,957,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,968,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,978,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,988,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1000,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1010,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1020,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1031,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1041,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1051,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1064,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1073,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1083,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1092,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1102,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1114,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1124,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1133,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1146,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1155,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1166,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1177,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1187,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1199,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1209,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1221,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1230,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1240,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1253,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1262,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1272,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1282,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1294,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1303,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1314,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1323,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1335,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1345,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1354,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1367,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1377,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1386,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1398,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1408,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1420,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1430,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1440,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1451,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1462,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1471,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1483,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1493,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1503,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1515,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1524,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1535,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1544,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1554,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1566,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1575,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1585,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1599,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1607,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1619,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1629,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1638,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1651,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1661,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1672,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1682,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1692,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1704,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1714,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1724,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1733,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1745,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1755,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1765,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1775,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1787,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1796,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1806,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1819,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1828,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1838,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
0,1850,-0.16485595703125,-0.0386962890625,0.676025390625,0.7171630859375
