Sensor,0,4,wrist,Orientation
Sensor,1,4,palm,Orientation
Sensor,2,4,thumb,Orientation
Sensor,3,4,index,Orientation
Sensor,4,4,mid,Orientation
Sensor,5,4,ring,Orientation
Sensor,6,4,pinky,Orientation
1,0,-0.626708984375,-0.64056396484375,-0.40081787109375,-0.19036865234375
2,0,0.5741789927310686,0.7356344656570253,-0.23512681542384714,-0.2717682739948541
3,1,0.29680013026244434,0.8693391048242571,0.23301205515296453,0.3191561674117749
0,3,0.68939208984375,0.70989990234375,-0.0732421875,-0.12408447265625
4,6,0.3001664833467065,0.7665358606356367,0.39718650557005597,0.40564554665358643
5,6,0.6104320259461993,0.6992519573232692,0.34000166151047495,0.1509679883172939
6,6,0.6288174927910155,0.7049488625427898,0.31341610381937923,0.0968473887318489
0,12,0.68939208984375,0.7099609375,-0.07318115234375,-0.1240234375
1,17,-0.626708984375,-0.6405029296875,-0.40087890625,-0.1905517578125
2,17,0.5742221511039438,0.7356344656570253,-0.23516997379672225,-0.2716819572491038
3,18,0.29680013026244434,0.869295946451382,0.23301205515296453,0.31919932578465005
4,19,0.3001664833467065,0.7664495438898864,0.39718650557005597,0.40573186339933676
5,19,0.6104320259461993,0.6992519573232692,0.34000166151047495,0.1509679883172939
6,19,0.6288174927910155,0.7049488625427898,0.31350242056512945,0.09693370547759922
1,20,-0.62664794921875,-0.640380859375,-0.40106201171875,-0.190673828125
2,20,0.5743084678496941,0.7356776240299004,-0.23508365705097192,-0.27155248213047833
3,20,0.2968432886353195,0.869295946451382,0.23296889678008936,0.31928564253040037
0,22,0.689453125,0.70989990234375,-0.0731201171875,-0.12396240234375
4,27,0.30020964171958164,0.7663632271441361,0.39722966394293113,0.4059044968908374
5,27,0.6104320259461993,0.6992519573232693,0.3400879782562253,0.15105430506304418
6,27,0.6288174927910155,0.7049488625427898,0.31350242056512945,0.09693370547759922
1,29,-0.6265869140625,-0.64031982421875,-0.40118408203125,-0.19085693359375
2,29,0.5743947845954445,0.7356776240299004,-0.23491102355947135,-0.2713798486389777
3,29,0.2968432886353195,0.8692096297056315,0.23296889678008936,0.3194582760219009
0,33,0.68951416015625,0.70989990234375,-0.07293701171875,-0.123779296875
4,38,0.30020964171958164,0.7662337520255106,0.39731598068868146,0.4060339720094629
5,39,0.6103888675733241,0.699165640577519,0.34021745337485076,0.15122693855454483
6,39,0.6287743344181403,0.7048625457970394,0.31363189568375494,0.09710633896909987
1,42,-0.6265869140625,-0.64019775390625,-0.4013671875,-0.19097900390625
2,42,0.5744811013411948,0.7357207824027757,-0.23473839006797073,-0.2712503735203523
3,42,0.29684328863531945,0.8691233129598812,0.23305521352583963,0.31971722625915183
0,45,0.68951416015625,0.70989990234375,-0.07281494140625,-0.1236572265625
4,50,0.3002096417195816,0.7661042769068851,0.39740229743443173,0.40624976387383865
5,50,0.6103888675733241,0.6990361654588935,0.3403900868663514,0.15135641367317032
6,50,0.6288174927910155,0.7046467539326637,0.3140203210396314,0.09740844757922595
1,51,-0.62652587890625,-0.64013671875,-0.4014892578125,-0.191162109375
2,53,0.5745242597140698,0.7357639407756509,-0.23452259820359495,-0.2711208984017268
3,53,0.2968864470081946,0.8689075210955055,0.23318468864446512,0.32010565161502824
0,53,0.6895751953125,0.70989990234375,-0.0726318359375,-0.12347412109375
4,58,0.3001664833467064,0.7659748017882597,0.3975317725530572,0.4064655557382144
5,58,0.6103025508275738,0.6989066903402681,0.3407353538493526,0.1516585222832964
6,59,0.6287311760452652,0.7046035955597886,0.31419295453113194,0.09753792269785144
1,62,-0.62640380859375,-0.64013671875,-0.40155029296875,-0.19122314453125
2,62,0.5746105764598202,0.7358502575214012,-0.23443628145784462,-0.2709482649102262
3,62,0.2968001302624443,0.8688643627226303,0.23318468864446512,0.32032144347940406
0,65,0.68963623046875,0.70989990234375,-0.07244873046875,-0.123291015625
4,69,0.3000801666009561,0.7658884850425094,0.3975317725530572,0.40655187248396474
5,70,0.6103025508275738,0.6988203735945178,0.34082167059510293,0.15174483902904673
6,70,0.62868801767239,0.7046035955597885,0.3142361129040071,0.09762423944360171
1,73,-0.62640380859375,-0.64013671875,-0.40155029296875,-0.19122314453125
2,73,0.5745674180869451,0.7358934158942763,-0.23439312308496946,-0.27081878979160073
3,73,0.2968001302624443,0.8688643627226303,0.23318468864446512,0.32032144347940406
0,75,0.68963623046875,0.70989990234375,-0.07232666015625,-0.12322998046875
4,80,0.30003700822808094,0.7659316434153846,0.3975749309259324,0.4065950308568399
5,80,0.6103025508275738,0.6988203735945178,0.34082167059510293,0.15174483902904673
6,80,0.62868801767239,0.7045604371869134,0.31432242964975743,0.09766739781647688
1,81,-0.62640380859375,-0.64019775390625,-0.40155029296875,-0.1912841796875
2,81,0.5745674180869451,0.7358934158942763,-0.23439312308496946,-0.27081878979160073
3,82,0.2968001302624443,0.8688643627226303,0.23318468864446512,0.32032144347940406
0,85,0.68963623046875,0.70989990234375,-0.07232666015625,-0.12322998046875
4,91,0.30003700822808094,0.7659316434153846,0.3975749309259324,0.4065950308568399
5,91,0.6103025508275738,0.6988203735945178,0.34082167059510293,0.15174483902904673
6,91,0.62868801767239,0.7045604371869134,0.31432242964975743,0.09766739781647688
1,95,-0.62640380859375,-0.64019775390625,-0.40155029296875,-0.1912841796875
2,95,0.5745674180869451,0.7358934158942763,-0.23439312308496946,-0.27081878979160073
3,95,0.2968001302624443,0.8688643627226303,0.23318468864446512,0.32032144347940406
0,97,0.68963623046875,0.70989990234375,-0.07232666015625,-0.12322998046875
4,102,0.30003700822808094,0.7659316434153846,0.3975749309259324,0.4065950308568399
5,102,0.6103025508275738,0.6988203735945178,0.34082167059510293,0.15174483902904673
6,102,0.62868801767239,0.7045604371869134,0.31432242964975743,0.09766739781647688
0,105,0.68963623046875,0.7099609375,-0.0723876953125,-0.1231689453125
1,114,-0.6263427734375,-0.64019775390625,-0.4014892578125,-0.1912841796875
2,115,0.5745674180869451,0.7359365742671515,-0.23439312308496946,-0.2708619481644759
3,115,0.2967569718895691,0.8688643627226303,0.23322784701734026,0.32032144347940406
4,116,0.2999075331094555,0.7659316434153846,0.39753177255305727,0.4066813476025902
5,116,0.6103025508275738,0.6988203735945178,0.34082167059510293,0.15183115577479706
6,116,0.6287311760452652,0.7045172788140381,0.31427927127688227,0.09771055618935204
1,117,-0.62628173828125,-0.6402587890625,-0.4014892578125,-0.19134521484375
2,117,0.5745674180869451,0.7359365742671515,-0.23447943983071978,-0.27077563141872557
3,117,0.29667065514381885,0.8689075210955055,0.23314153027159,0.3203646018522792
0,120,0.6895751953125,0.7099609375,-0.0723876953125,-0.12310791015625
4,124,0.29986437473658034,0.7659748017882597,0.3974886141801821,0.4067245059754654
5,124,0.6102593924546986,0.6988203735945178,0.34077851222222777,0.15183115577479706
6,124,0.62868801767239,0.7045604371869134,0.3142361129040071,0.0977537145622272
0,126,0.6895751953125,0.7099609375,-0.0723876953125,-0.12310791015625
1,136,-0.62628173828125,-0.6402587890625,-0.4014892578125,-0.19134521484375
2,136,0.5745674180869451,0.7359365742671515,-0.23447943983071978,-0.27077563141872557
3,136,0.29667065514381885,0.8689075210955055,0.23314153027159,0.3203646018522792
4,137,0.2998212163637052,0.7659748017882597,0.39744545580730695,0.4067245059754654
5,138,0.6102593924546986,0.6988635319673928,0.34077851222222777,0.15187431414767222
6,138,0.6287311760452652,0.7045604371869134,0.31419295453113194,0.0977537145622272
0,139,0.6895751953125,0.7099609375,-0.0723876953125,-0.12310791015625
1,147,-0.62628173828125,-0.64031982421875,-0.4014892578125,-0.19134521484375
2,147,0.5745674180869451,0.7359365742671515,-0.23447943983071978,-0.27077563141872557
3,147,0.29667065514381885,0.8689075210955055,0.23314153027159,0.3203646018522792
4,148,0.2998212163637052,0.7659748017882597,0.39744545580730695,0.4067245059754654
5,148,0.6102593924546986,0.6988635319673928,0.34077851222222777,0.15187431414767222
6,149,0.6287311760452652,0.7045604371869134,0.31419295453113194,0.09784003130797747
1,150,-0.62628173828125,-0.64031982421875,-0.4014892578125,-0.19134521484375
2,150,0.5745674180869451,0.7359365742671515,-0.23447943983071978,-0.27077563141872557
3,150,0.29667065514381885,0.8689075210955055,0.23314153027159,0.3203646018522792
0,152,0.6895751953125,0.7099609375,-0.0723876953125,-0.12310791015625
4,155,0.2998212163637052,0.7659748017882597,0.39744545580730695,0.4067245059754654
5,155,0.6102593924546986,0.6988635319673928,0.34077851222222777,0.15187431414767222
6,155,0.6287311760452652,0.7045604371869134,0.31419295453113194,0.09784003130797747
0,160,0.6895751953125,0.7099609375,-0.0723876953125,-0.12310791015625
1,167,-0.62628173828125,-0.64031982421875,-0.4014892578125,-0.19134521484375
2,167,0.5745674180869451,0.7359365742671515,-0.23447943983071978,-0.27077563141872557
3,167,0.2966274967709437,0.8689075210955055,0.23318468864446515,0.3203646018522792
4,168,0.2997348996179549,0.7659316434153846,0.3975317725530572,0.40676766434834055
5,168,0.6102593924546986,0.6988635319673928,0.34077851222222777,0.15187431414767222
6,169,0.62868801767239,0.7045604371869134,0.3142361129040071,0.0979263480537278
1,170,-0.6258544921875,-0.64007568359375,-0.4022216796875,-0.19189453125
2,170,0.574567418086945,0.7360660493857769,-0.23430680633921916,-0.2705598395543498
3,170,0.2964980216523182,0.8687780459768801,0.23340048050884088,0.3207530272081556
0,172,0.6895751953125,0.71002197265625,-0.07220458984375,-0.12298583984375
4,177,0.299475949380704,0.7657158515510087,0.39779072279030814,0.40715608970421685
5,177,0.6101730757089483,0.6988203735945178,0.3408648289679781,0.15200378926629765
6,177,0.62868801767239,0.7045604371869134,0.3142361129040071,0.0979263480537278
1,178,-0.625244140625,-0.63970947265625,-0.4033203125,-0.19281005859375
