Sensor,0,4,wrist,Orientation
Sensor,1,4,palm,Orientation
Sensor,2,4,thumb,Orientation
Sensor,3,4,index,Orientation
Sensor,4,4,mid,Orientation
Sensor,5,4,ring,Orientation
Sensor,6,4,pinky,Orientation
1,0,-0.0357666015625,-0.00103759765625,0.67840576171875,0.73382568359375
2,0,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,0,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,4,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,4,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,4,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,10,-0.0357666015625,-0.00103759765625,0.67840576171875,0.73382568359375
2,10,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,10,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,14,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,14,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,14,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,19,-0.0357666015625,-0.00103759765625,0.67840576171875,0.73382568359375
2,21,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,21,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,24,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,24,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,24,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,30,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,30,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,30,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,34,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,34,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,34,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,40,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,40,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,40,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,44,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,44,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,44,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,50,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,51,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,51,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,53,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,53,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,55,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,60,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,60,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,61,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,64,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,64,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,64,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,70,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,70,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,71,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,74,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,74,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,74,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,79,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,79,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,79,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,83,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,85,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,85,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,90,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,90,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,90,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,94,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,95,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,95,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,99,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,100,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,100,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,103,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,105,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,105,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,110,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,110,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,110,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
4,114,0.0426025390625,6.103515625e-05,0.630859375,0.77471923828125
5,114,-0.0753173828125,-0.0,0.677490234375,0.73162841796875
6,114,-0.08087158203125,-6.103515625e-05,0.736328125,0.6717529296875
1,119,-0.0357666015625,-0.00103759765625,0.6783447265625,0.73388671875
2,119,0.05926513671875,-6.103515625e-05,0.59130859375,0.80426025390625
3,121,0.00030517578125,-0.0,0.59112548828125,0.80657958984375
